BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,EYB,STORIES,SALEDATE,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,SOURCE,CMPLX_NUM,LIVING_GBA,FULLADDRESS,CITY,STATE,ZIPCODE,NATIONALGRID,LATITUDE,LONGITUDE,ASSESSMENT_NBHD,ASSESSMENT_SUBNBHD,CENSUS_TRACT,CENSUS_BLOCK,WARD,SQUARE,X,Y,QUADRANT
1,1,Forced Air,Y,,4,2,2007.0,,2007,,2016-09-12 00:00:00,695000.0,Q,3,,1,,,,,,,,,0,17,110,2018-07-22 18:01:38,Condominium,3134.0,996.0,,,,20001.0,,38.90283321,-77.026397325,Central-tri 3,,10100.0,,Ward 2,342.0,-77.0263996137765,38.90284066772405,NW
4,0,Forced Air,Y,2.0,8,4,2004.0,,2008,3.0,2003-10-15 00:00:00,158460.0,U,1,3672.0,1,3 Story,Multi,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2.0,0,23,2013,2018-07-22 18:01:43,Residential,,,432 N STREET NW,WASHINGTON,DC,20001.0,18S UJ 25081 08398,38.90706357,-77.01731844,Old City 2,040 B Old City 2,4802.0,004802 1001,Ward 6,513.0,-77.01740852044293,38.906575565443504,NW
1,0,Ht Pump,N,,4,2,1911.0,1983.0,1911,,2004-04-12 00:00:00,167000.0,Q,1,,1,,,,,,,,,0,16,190,2018-07-22 18:01:38,Condominium,1254.0,638.0,,,,20001.0,,38.91671470000001,-77.01097751,Ledroit Park,031 B Ledroit Park,3301.0,,Ward 5,3112.0,-77.01097979909581,38.91672215478633,NW
2,0,Hot Water Rad,N,1.0,6,3,1945.0,,1956,2.0,,,U,1,810.0,1,2 Story,Semi-Detached,Average,Average,Brick/Siding,Comp Shingle,Hardwood,1.0,1,13,2030,2018-07-22 18:01:43,Residential,,,5115 JUST STREET NE,WASHINGTON,DC,20019.0,18S UJ 33008 07730,38.90258872,-76.92578444,Deanwood,018 B Deanwood,7809.0,007809 1002,Ward 7,5176.0,-76.92872104435122,38.90267575000168,NE
4,1,Warm Cool,Y,1.0,8,5,1928.0,2017.0,1978,2.5,2016-09-12 00:00:00,1200000.0,Q,2,2013.0,1,2.5 Story Fin,Semi-Detached,Excellent,Good,Brick/Stucco,Slate,Hardwood,1.0,1,13,2880,2018-07-22 18:01:43,Residential,,,3825 CATHEDRAL AVENUE NW,WASHINGTON,DC,20016.0,18S UJ 20071 10972,38.92923089,-77.0757323,Observatory Circle,,701.0,000701 4001,Ward 3,1815.0,-77.07581977858095,38.92954895562696,NW
4,0,Forced Air,Y,2.0,8,4,1885.0,2006.0,1972,3.0,2018-01-02 00:00:00,1600000.0,Q,3,1607.0,1,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2.0,0,24,711,2018-07-22 18:01:43,Residential,,,1538 SWANN STREET NW,WASHINGTON,DC,20009.0,18S UJ 23478 09282,38.91470702,-77.03602415,Old City 2,040 E Old City 2,4300.0,004300 2006,Ward 2,191.0,-77.03545443530626,38.91495560890717,NW
2,2,Hot Water Rad,N,1.0,4,3,1937.0,,1967,2.0,2006-07-13 00:00:00,502500.0,Q,1,1840.0,1,2 Story,Single,Above Average,Average,Common Brick,Slate,Hardwood,1.0,2,12,6241,2018-07-22 18:01:43,Residential,,,4461 SOUTH DAKOTA AVENUE NE,WASHINGTON,DC,20017.0,18S UJ 27985 12440,38.94404481,-76.98485644,Michigan Park,,9503.0,009503 2001,Ward 5,4170.0,-76.98421572209462,38.943815672965606,NE
4,1,Warm Cool,Y,1.0,10,5,1979.0,,1997,3.0,2010-08-19 00:00:00,1450000.0,Q,1,3294.0,1,2 Story,Single,Excellent,Good,Common Brick,Comp Shingle,Hardwood,2.0,3,12,5483,2018-07-22 18:01:43,Residential,,,5304 SHERIER PLACE NW,WASHINGTON,DC,20016.0,18S UJ 17451 10832,38.92742631,-77.10591117,Palisades,041 A Palisades,902.0,000902 2025,Ward 3,1442.0,-77.10709020452362,38.927022148012576,NW
1,0,Warm Cool,Y,,2,0,1965.0,,1965,,2014-10-21 00:00:00,,U,4,,1,,,,,,,,,0,16,340,2018-07-22 18:01:38,Condominium,1095.0,443.0,,,,20008.0,,38.93562888,-77.05679808,Forest Hills,,1302.0,,Ward 3,2222.0,-77.05680038158188,38.935636336002716,NW
1,0,Ht Pump,Y,,4,2,1930.0,2006.0,1930,,2014-07-21 00:00:00,459900.0,Q,2,,1,,,,,,,,,0,16,654,2018-07-22 18:01:38,Condominium,2777.0,744.0,,,,20001.0,,38.91024651,-77.01360051,Old City 2,040 A Old City 2,4600.0,,Ward 5,552.0,-77.01360279609247,38.910253967914684,NW
4,2,Forced Air,Y,1.0,9,5,1921.0,,1969,2.5,1995-06-26 00:00:00,920000.0,U,1,3785.0,1,2.5 Story Fin,Single,Superior,Average,Stucco,Wood- FS,Hardwood,1.0,1,12,13467,2018-07-22 18:01:43,Residential,,,3417 WOODLEY ROAD NW,WASHINGTON,DC,20016.0,18S UJ 20745 11251,38.93188704,-77.06804307,Cleveland Park,,600.0,000600 3006,Ward 3,2090.0,-77.06737483764516,38.93204939524813,NW
3,1,Forced Air,Y,1.0,6,3,2014.0,,2015,3.0,2015-04-10 00:00:00,289900.0,Q,2,1368.0,1,3 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,11,1585,2018-07-22 18:01:43,Residential,,,3415 HAYES STREET NE,WASHINGTON,DC,20019.0,18S UJ 30824 07878,38.90351093,-76.95106906,Lily Ponds,032 B Lily Ponds,9602.0,009602 2001,Ward 7,5039.0,-76.9509332683791,38.902755096491646,NE
1,0,Hot Water Rad,N,1.0,6,3,1910.0,,1957,2.0,2003-07-08 00:00:00,215000.0,Q,1,1384.0,1,2 Story,Semi-Detached,Above Average,Average,Common Brick,Metal- Sms,Wood Floor,1.0,0,13,1375,2018-07-22 18:01:43,Residential,,,734 GRESHAM PLACE NW,WASHINGTON,DC,20001.0,18S UJ 24549 10554,38.92637868,-77.02399685,Columbia Heights,015 E Columbia Heights,3500.0,003500 1002,Ward 1,2886.0,-77.02431052044234,38.92625188019928,NW
1,0,Ht Pump,Y,,3,1,1924.0,2010.0,1924,,2011-04-04 00:00:00,285000.0,Q,1,,1,,,,,,,,,0,16,352,2018-07-22 18:01:38,Condominium,3183.0,571.0,,,,20015.0,,38.95874056,-77.07063269,Chevy Chase,011 B Chevy Chase,1402.0,,Ward 3,1874.0,-77.07063499506992,38.95874802332767,NW
4,1,Forced Air,Y,1.0,10,5,1909.0,2017.0,1986,2.0,2017-05-19 00:00:00,1420000.0,Q,3,2112.0,1,2 Story,Row End,Good Quality,Very Good,Common Brick,Built Up,Hardwood,1.0,0,11,1112,2018-07-22 18:01:43,Residential,,,42 U STREET NW,WASHINGTON,DC,20001.0,18S UJ 25696 09466,38.91680239,-77.01049451,Ledroit Park,031 B Ledroit Park,3301.0,003301 2000,Ward 5,3112.0,-77.01097979909581,38.91672215478633,NW
1,0,Forced Air,Y,,2,0,1939.0,1981.0,1939,,2003-08-06 00:00:00,150500.0,Q,1,,1,,,,,,,,,0,17,98,2018-07-22 18:01:38,Condominium,2002.0,440.0,,,,20037.0,,38.90301949000001,-77.054255455,Foggy Bottom,,5600.0,,Ward 2,15.0,-77.05425775571436,38.90302694262824,NW
2,0,Hot Water Rad,N,1.0,6,3,1935.0,1998.0,1957,1.75,2007-05-31 00:00:00,405000.0,U,1,1356.0,1,2 Story,Single,Above Average,Average,Aluminum,Comp Shingle,Hardwood,1.0,2,12,3230,2018-07-22 18:01:43,Residential,,,2515 32ND STREET SE,WASHINGTON,DC,20020.0,18S UJ 29784 02939,38.85882751,-76.96175205,Hillcrest,028 C Hillcrest,7603.0,007603 2002,Ward 7,5649.0,-76.96175000579325,38.8580925283092,SE
3,0,Hot Water Rad,N,3.0,9,4,1910.0,,1963,3.0,2003-08-21 00:00:00,618000.0,Q,1,2242.0,1,3 Story,Multi,Very Good,Average,Common Brick,Metal- Sms,Hardwood,3.0,1,24,2100,2018-07-22 18:01:43,Residential,,,1716 KILBOURNE PLACE NW,WASHINGTON,DC,20010.0,18S UJ 23207 11029,38.93038503,-77.03959015,Mt. Pleasant,036 A Mt. Pleasant,2702.0,002702 2002,Ward 1,2600.0,-77.04007851328609,38.930209151805855,NW
2,0,Forced Air,Y,,4,2,1912.0,2017.0,1919,,2017-08-14 00:00:00,656000.0,Q,2,,1,,,,,,,,,0,16,960,2018-07-22 18:01:38,Condominium,5553.0,937.0,,,,20001.0,,38.91864127,-77.01059112,Ledroit Park,031 B Ledroit Park,3301.0,,Ward 5,3118.0,-77.010593400889,38.91864872983689,NW
1,1,Ht Pump,Y,,4,1,2004.0,,2004,,2011-05-27 00:00:00,514000.0,Q,1,,1,,,,,,,,,0,17,119,2018-07-22 18:01:38,Condominium,3063.0,1280.0,,,,20001.0,,38.900085485,-77.018148325,Central-tri 3,,5900.0,,Ward 2,517.0,-77.01815061316512,38.90009293839465,NW
2,0,Warm Cool,Y,1.0,6,4,1927.0,1980.0,1954,2.0,2014-05-19 00:00:00,,U,2,1264.0,1,2 Story,Semi-Detached,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,13,4301,2018-07-22 18:01:43,Residential,,,3211 9TH STREET NE,WASHINGTON,DC,20017.0,18S UJ 27214 10891,38.92994293,-76.99335997,Brookland,007 E Brookland,9301.0,009301 2020,Ward 5,3833.0,-76.99270554713819,38.92995891175156,NE
1,1,Forced Air,Y,1.0,6,2,1941.0,,1954,2.0,2007-08-06 00:00:00,208000.0,Q,1,832.0,1,2 Story,Row Inside,Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,11,1440,2018-07-22 18:01:43,Residential,,,1910 SAVANNAH PLACE SE,WASHINGTON,DC,20020.0,18S UJ 28456 01887,38.84909192,-76.97679302,Randle Heights,043 C Randle Heights,7403.0,007403 1004,Ward 8,5892.0,-76.97656285583211,38.84960153330278,SE
1,0,Warm Cool,Y,2.0,7,3,1909.0,,1957,2.0,2001-07-03 00:00:00,203000.0,U,2,1904.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2.0,0,24,1750,2018-07-22 18:01:43,Residential,,,129 THOMAS STREET NW,WASHINGTON,DC,20001.0,18S UJ 25450 09433,38.91646159,-77.01332206,Ledroit Park,031 B Ledroit Park,3301.0,003301 2002,Ward 5,3114.0,-77.01326008381207,38.91652291619001,NW
2,0,Warm Cool,Y,,4,2,1965.0,,1965,,2012-07-30 00:00:00,339900.0,U,1,,1,,,,,,,,,0,17,555,2018-07-22 18:01:38,Condominium,2275.0,867.0,,,,20024.0,,38.87295308,-77.018229725,Southwest Waterfront,,11000.0,,Ward 6,504.0,-77.0182320053148,38.87296053228547,SW
3,0,Hot Water Rad,Y,1.0,9,3,1918.0,,1969,1.75,,,U,1,2330.0,1,2 Story,Single,Good Quality,Good,Shingle,Comp Shingle,Hardwood,1.0,1,12,4734,2018-07-22 18:01:43,Residential,,,5803 32ND STREET NW,WASHINGTON,DC,20015.0,18S UJ 21218 15139,38.96699038,-77.06359979,Chevy Chase,011 C Chevy Chase,1500.0,001500 2010,Ward 4,2312.0,-77.06264236596672,38.96689498441716,NW
1,0,Hot Water Rad,N,,5,2,1940.0,,1940,,2006-12-04 00:00:00,96000.0,U,1,,1,,,,,,,,,0,16,1466,2018-07-22 18:01:38,Condominium,1271.0,868.0,,,,20020.0,,38.86296836,-76.97082181,Randle Heights,043 A Randle Heights,7605.0,,Ward 8,5631.0,-76.97082407385022,38.86297580435587,SE
1,0,Hot Water Rad,N,1.0,5,2,1943.0,,1943,2.0,,,U,1,900.0,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,11,1020,2018-07-22 18:01:43,Residential,,,1335 TALBERT TERRACE SE,WASHINGTON,DC,20020.0,18S UJ 27222 03188,38.86057001,-76.9913243,Barry Farms,,7407.0,007407 2002,Ward 8,5869.0,-76.99148584829706,38.85984016870093,SE
3,1,Hot Water Rad,Y,2.0,7,3,1890.0,1984.0,1957,3.0,2005-04-06 00:00:00,,U,1,3031.0,1,3 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2.0,3,24,2058,2018-07-22 18:01:43,Residential,,,234 JUSTICE COURT NE,WASHINGTON,DC,20002.0,18S UJ 26305 06834,38.89321942,-77.00281469,Capitol Hill,009 C Capitol Hill,8200.0,008200 2004,Ward 6,757.0,-77.00253996552416,38.893094907310136,NE
2,1,Hot Water Rad,Y,1.0,7,3,1922.0,1995.0,1964,2.0,2012-05-10 00:00:00,,U,1,1824.0,1,2 Story,Single,Good Quality,Good,Shingle,Comp Shingle,Hardwood,1.0,1,12,5156,2018-07-22 18:01:43,Residential,,,5305 41ST STREET NW,WASHINGTON,DC,20015.0,18S UJ 19775 14365,38.95972972,-77.08004491,Chevy Chase,011 A Chevy Chase,1100.0,001100 2006,Ward 3,1752.0,-77.07978925179404,38.95959502968489,NW
1,1,Hot Water Rad,N,1.0,6,3,1935.0,1980.0,1957,2.0,2001-07-05 00:00:00,300000.0,Q,1,1394.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,11,1179,2018-07-22 18:01:43,Residential,,,305 13TH STREET SE,WASHINGTON,DC,20003.0,18S UJ 27522 05909,38.88513469,-76.98855892,Old City 1,039 M Old City 1,6900.0,006900 1004,Ward 6,1017.0,-76.98914013137932,38.88483418076781,SE
2,0,Hot Water Rad,Y,1.0,7,3,1919.0,2006.0,1980,2.0,,,U,1,1280.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,1500,2018-07-22 18:01:43,Residential,,,28 FRANKLIN STREET NE,WASHINGTON,DC,20002.0,18S UJ 25951 10420,38.92545159,-77.00780668,Brookland,007 E Brookland,9203.0,009203 1002,Ward 5,3501.0,-77.00785629749637,38.92544593120647,NE
2,0,Forced Air,Y,2.0,6,2,1950.0,,1963,2.0,2017-10-27 00:00:00,,U,3,1184.0,1,2 Story,Multi,Average,Average,Common Brick,Built Up,Carpet,2.0,0,23,2080,2018-07-22 18:01:43,Residential,,,1422 W STREET SE,WASHINGTON,DC,20020.0,18S UJ 27783 03581,38.86421201,-76.98496867,Anacostia,002 A Anacostia,7503.0,007503 1015,Ward 8,5780.0,-76.98464521450863,38.86421945285753,SE
2,0,Warm Cool,Y,,4,2,1915.0,,1915,,1998-03-12 00:00:00,,Q,1,,1,,,,,,,,,0,16,456,2018-07-22 18:01:38,Condominium,2320.0,1212.0,,,,20002.0,,38.89148714,-76.99906828499998,Capitol Hill,009 C Capitol Hill,8200.0,,Ward 6,839.0,-76.99907056464161,38.89149459526271,NE
2,0,Forced Air,Y,,4,2,1958.0,,1958,,2017-03-06 00:00:00,,U,3,,1,,,,,,,,,0,16,867,2018-07-22 18:01:38,Condominium,3090.0,762.0,,,,20011.0,,38.960739600000004,-77.0327489,16th Street Heights,049 A 16th Street Heights,2001.0,,Ward 4,2794.0,-77.03275119961278,38.96074706834528,NW
1,0,Forced Air,Y,,3,1,1900.0,2003.0,1919,,2014-11-04 00:00:00,550000.0,Q,4,,1,,,,,,,,,0,16,920,2018-07-22 18:01:38,Condominium,2613.0,1120.0,,,,20002.0,,38.89530241,-76.99128495,Old City 1,039 K Old City 1,8100.0,,Ward 6,985.0,-76.99128722887966,38.89530985950147,NE
3,1,Forced Air,Y,1.0,7,3,1939.0,2015.0,1969,2.0,1993-10-04 00:00:00,425000.0,Q,1,2800.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,1,12,4500,2018-07-22 18:01:43,Residential,,,4334 36TH STREET NW,WASHINGTON,DC,20008.0,18S UJ 20603 12821,38.94599606,-77.07008416,North Cleveland Park,,1200.0,001200 4001,Ward 3,1966.0,-77.07039630487574,38.94572923727433,NW
1,1,Warm Cool,Y,1.0,6,3,1950.0,,1960,2.0,,,U,1,1315.0,1,2 Story,Single,Above Average,Average,Common Brick,Slate,Hardwood,1.0,1,12,5050,2018-07-22 18:01:43,Residential,,,6728 13TH PLACE NW,WASHINGTON,DC,20012.0,18S UJ 24250 15559,38.97139215,-77.02873223,Brightwood,006 A Brightwood,1804.0,001804 2001,Ward 4,2947.0,-77.0286998916825,38.97116147227052,NW
1,1,Hot Water Rad,N,1.0,6,3,1936.0,,1954,2.0,,,U,1,1296.0,1,2 Story,Semi-Detached,Average,Average,Common Brick,Metal- Sms,Wood Floor,1.0,0,13,2627,2018-07-22 18:01:43,Residential,,,709 PEABODY STREET NW,WASHINGTON,DC,20011.0,18S UJ 24739 14603,38.96287994,-77.02284573,Brightwood,006 C Brightwood,1901.0,001901 2005,Ward 4,3159.0,-77.02328096876619,38.96324343766285,NW
1,0,Hot Water Rad,N,1.0,6,2,1925.0,2014.0,1967,2.0,2014-04-29 00:00:00,388000.0,Q,4,952.0,1,2 Story,Semi-Detached,Above Average,Good,Stone Veneer,Built Up,Hardwood,1.0,0,13,1399,2018-07-22 18:01:43,Residential,,,513 SOMERSET PLACE NW,WASHINGTON,DC,20011.0,18S UJ 24946 15041,38.966864799999996,-77.02057151,Brightwood,006 C Brightwood,1901.0,001901 3000,Ward 4,3198.0,-77.02117442432639,38.96671767346592,NW
1,1,Hot Water Rad,N,1.0,6,3,1910.0,2013.0,1957,2.0,2012-12-17 00:00:00,,U,1,1414.0,1,2 Story,Row End,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,0,11,1830,2018-07-22 18:01:43,Residential,,,1724 SWANN STREET NW,WASHINGTON,DC,20009.0,18S UJ 23112 09281,38.91461907,-77.04024291,Old City 2,040 D Old City 2,4201.0,004201 2006,Ward 2,152.0,-77.04042907495098,38.914881109044266,NW
2,2,Hot Water Rad,N,1.0,6,3,1921.0,2012.0,1964,2.0,2014-07-24 00:00:00,,U,3,1930.0,1,2 Story,Single,Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1.0,1,12,8108,2018-07-22 18:01:43,Residential,,,211 SHERIDAN STREET NW,WASHINGTON,DC,20011.0,18S UJ 25455 14972,38.96634186,-77.0146789,Chillum,,1902.0,001902 2007,Ward 4,3343.0,-77.01487056946657,38.966760390107076,NW
2,0,Hot Water Rad,N,2.0,5,3,1900.0,,1947,2.0,,,U,1,1822.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Wood Floor,2.0,2,24,1019,2018-07-22 18:01:43,Residential,,,642 NORTH CAROLINA AVENUE SE,WASHINGTON,DC,20003.0,18S UJ 26793 06173,38.88736343,-76.99701692,Capitol Hill,009 B Capitol Hill,6600.0,006600 1016,Ward 6,871.0,-76.99781300867619,38.887232524672605,SE
3,1,Forced Air,Y,1.0,6,3,1913.0,2015.0,1967,2.0,2015-05-12 00:00:00,650000.0,Q,4,1352.0,1,2 Story,Row Inside,Above Average,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1.0,0,11,1314,2018-07-22 18:01:43,Residential,,,151 U STREET NE,WASHINGTON,DC,20002.0,18S UJ 26205 09456,38.91681421,-77.00463347,Eckington,019 B Eckington,8701.0,008701 2007,Ward 5,3533.0,-77.00490785939732,38.91663398263564,NE
2,1,Forced Air,Y,1.0,6,3,1910.0,2003.0,1967,2.0,2017-08-30 00:00:00,815000.0,Q,4,1434.0,1,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,11,1196,2018-07-22 18:01:43,Residential,,,619 ELLIOTT STREET NE,WASHINGTON,DC,20002.0,18S UJ 27746 07328,38.89795444,-76.98632876,Old City 1,039 F Old City 1,8001.0,008001 1001,Ward 6,1028.0,-76.98637342808162,38.89794906015077,NE
2,1,Forced Air,Y,,5,3,2008.0,,2008,,2010-02-05 00:00:00,244900.0,Q,1,,1,,,,,,,,,0,16,1307,2018-07-22 18:01:38,Condominium,1925.0,1346.0,,,,20020.0,,38.86097484,-76.99008261,Anacostia,002 A Anacostia,7407.0,,Ward 8,5807.0,-76.99008487945457,38.86098228628671,SE
1,0,Hot Water Rad,N,,3,1,1935.0,,1935,,2010-06-23 00:00:00,45965.0,U,1,,1,,,,,,,,,0,16,359,2018-07-22 18:01:38,Condominium,3168.0,582.0,,,,20011.0,,38.95783968,-77.03074615,16th Street Heights,049 B 16th Street Heights,2002.0,,Ward 4,2798.0,-77.03074843695246,38.95784714324585,NW
1,0,Hot Water Rad,Y,1.0,6,3,1895.0,,1967,2.0,2004-12-02 00:00:00,,U,1,912.0,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,11,756,2018-07-22 18:01:43,Residential,,,2231 12TH PLACE NW,WASHINGTON,DC,20009.0,18S UJ 24129 09849,38.91993965,-77.02866479,Old City 2,040 F Old City 2,4400.0,004400 1003,Ward 1,271.0,-77.02868140183946,38.91994712110153,NW
2,0,Forced Air,Y,1.0,6,2,1924.0,,1964,2.0,2013-12-05 00:00:00,221970.0,U,1,1680.0,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,11,1600,2018-07-22 18:01:43,Residential,,,51 P STREET NW,WASHINGTON,DC,20001.0,18S UJ 25651 08695,38.90984919,-77.01082186,Old City 2,040 A Old City 2,4600.0,004600 1002,Ward 5,615.0,-77.01082412861211,38.91052760394183,NW
2,0,Forced Air,Y,1.0,6,3,1938.0,,1969,2.0,2014-11-25 00:00:00,848000.0,Q,3,1500.0,1,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,2,12,5200,2018-07-22 18:01:43,Residential,,,3508 NORTHAMPTON STREET NW,WASHINGTON,DC,20015.0,18S UJ 20756 14997,38.96562236,-77.06889684,Chevy Chase,011 B Chevy Chase,1401.0,001401 2016,Ward 3,1997.0,-77.0694852890032,38.966001862992684,NW
2,0,Forced Air,Y,2.0,6,2,1910.0,2013.0,1967,2.0,2013-05-15 00:00:00,172975.0,U,1,1796.0,1,2 Story,Multi,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,2.0,0,23,1154,2018-07-22 18:01:43,Residential,,,642 ORLEANS PLACE NE,WASHINGTON,DC,20002.0,18S UJ 26834 08143,38.90511424,-76.99704673,Old City 1,039 L Old City 1,10600.0,010600 1003,Ward 6,855.0,-76.99742845477027,38.90471156478065,NE
1,0,Elec Base Brd,Y,,3,0,1960.0,2009.0,1960,,2018-05-30 00:00:00,310000.0,Q,4,,1,,,,,,,,,0,17,83,2018-07-22 18:01:38,Condominium,2962.0,526.0,,,,20024.0,,38.8775381,-77.01694314,Southwest Waterfront,,10200.0,,Ward 6,542.0,-77.01694542941567,38.877545549229424,SW
1,0,Hot Water Rad,N,1.0,6,3,1908.0,,1954,2.0,,,U,1,1520.0,1,2 Story,Row End,Average,Average,Vinyl Siding,Built Up,Hardwood/Carp,1.0,0,13,1733,2018-07-22 18:01:43,Residential,,,703 16TH STREET NE,WASHINGTON,DC,20002.0,18S UJ 28155 07391,38.89860655,-76.98163537,Old City 1,039 G Old City 1,7901.0,007901 4000,Ward 6,4510.0,-76.9809036237029,38.89856109894042,NE
1,0,Hot Water Rad,N,1.0,6,3,1941.0,,1954,2.0,,,U,1,1120.0,1,2 Story,Row End,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,960,2018-07-22 18:01:43,Residential,,,1616 ROSEDALE STREET NE,WASHINGTON,DC,20002.0,18S UJ 28150 07281,38.89761446,-76.98166122,Old City 1,039 G Old City 1,7901.0,007901 4004,Ward 6,4540.0,-76.98088798355928,38.89770619186945,NE
1,0,Ht Pump,Y,,3,1,2005.0,,2005,,2016-05-13 00:00:00,415000.0,Q,4,,1,,,,,,,,,0,17,10,2018-07-22 18:01:38,Condominium,3075.0,739.0,,,,20001.0,,38.89901325,-77.02148864,Central-tri 3,,5800.0,,Ward 2,455.0,-77.02149092892931,38.899020698514,NW
1,1,Hot Water Rad,N,1.0,6,3,1937.0,,1957,2.0,,,U,1,1623.0,1,2 Story,Single,Above Average,Average,Common Brick,Slate,Hardwood,1.0,1,12,6250,2018-07-22 18:01:43,Residential,,,2610 BRANCH AVENUE SE,WASHINGTON,DC,20020.0,18S UJ 30059 02805,38.85767028,-76.95854973,Hillcrest,028 C Hillcrest,7603.0,007603 3011,Ward 7,5698.0,-76.95768930391945,38.85711758002272,SE
1,0,Hot Water Rad,N,1.0,8,4,1908.0,,1947,2.25,,,U,1,1754.0,1,2.5 Story Fin,Semi-Detached,Above Average,Fair,Shingle,Comp Shingle,Hardwood,1.0,0,13,2174,2018-07-22 18:01:43,Residential,,,1621 MINNESOTA AVENUE SE,WASHINGTON,DC,20020.0,18S UJ 28098 03974,38.86781793,-76.98143669,Randle Heights,043 A Randle Heights,7605.0,007605 3001,Ward 8,5610.0,-76.98143485596992,38.86772111451315,SE
3,0,Forced Air,N,2.0,11,6,1900.0,,1976,2.0,,,U,1,3546.0,1,2 Story,Multi,Superior,Average,Common Brick,Metal- Sms,Hardwood,2.0,2,23,2428,2018-07-22 18:01:43,Residential,,,3420 R STREET NW,WASHINGTON,DC,20007.0,18S UJ 20642 09206,38.91344283,-77.06869297,Georgetown,025 C Georgetown,202.0,000202 1004,Ward 2,1294.0,-77.06898235043485,38.913310753129785,NW
1,1,Forced Air,Y,1.0,6,3,1912.0,,1964,2.0,2004-10-21 00:00:00,390000.0,Q,1,1280.0,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Wood Floor,1.0,0,11,2765,2018-07-22 18:01:43,Residential,,,817 JEFFERSON STREET NW,WASHINGTON,DC,20011.0,18S UJ 24547 13783,38.95545393,-77.02485589,Petworth,042 B Petworth,2101.0,002101 5005,Ward 4,2994.0,-77.02478562417582,38.9557206970776,NW
1,0,Electric Rad,N,,3,1,1942.0,2012.0,1942,,2012-12-31 00:00:00,234000.0,Q,1,,1,,,,,,,,,0,17,348,2018-07-22 18:01:38,Condominium,4065.0,517.0,,,,20007.0,,38.92145037,-77.07914821,Glover Park,,300.0,,Ward 3,1334.0,-77.07915051245098,38.92145782285048,NW
2,0,Forced Air,Y,1.0,5,2,1926.0,2012.0,1967,2.0,2002-05-08 00:00:00,,U,1,1382.0,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,11,1844,2018-07-22 18:01:43,Residential,,,930 14TH STREET SE,WASHINGTON,DC,20003.0,18S UJ 27793 05249,38.87923662,-76.9852648,Old City 1,039 D Old City 1,7100.0,007100 2001,Ward 6,1065.0,-76.98443931370056,38.87924489180328,SE
1,1,Ht Pump,Y,,3,1,2013.0,,2013,,2016-10-21 00:00:00,680000.0,Q,3,,1,,,,,,,,,0,17,113,2018-07-22 18:01:38,Condominium,5029.0,786.0,,,,20001.0,,38.90043551,-77.02537332,Central-tri 3,,5800.0,,Ward 2,374.0,-77.02537561241616,38.900443127947895,NW
1,0,Warm Cool,Y,,2,0,1967.0,,1967,,2018-06-01 00:00:00,245000.0,Q,2,,1,,,,,,,,,0,17,347,2018-07-22 18:01:38,Condominium,2282.0,461.0,,,,20024.0,,38.87478919500001,-77.01630113,Southwest Waterfront,,11000.0,,Ward 6,546.0,-77.01630341233209,38.874796645101256,SW
